date,ARKK_shares_adj,ARKQ_shares_adj,combined_shares_adj,ARKK_weight_pct,ARKQ_weight_pct,TSLA_close
2022-11-29,3167447.0,466773.0,3634220.0,8.11,9.72,180.8300018310547
2022-12-01,3125597.0,465606.0,3591203.0,8.04,9.9,194.6999969482422
2022-12-02,3169772.0,465606.0,3635378.0,7.98,9.85,194.86000061035156
2022-12-05,3149622.0,465606.0,3615228.0,7.94,9.73,182.4499969482422
2022-12-06,3118622.0,465606.0,3584228.0,7.83,9.44,179.82000732421875
2022-12-07,3089947.0,465606.0,3555553.0,8.03,9.49,174.0399932861328
2022-12-08,3086072.0,465606.0,3551678.0,7.85,9.3,173.44000244140625
2022-12-09,3089172.0,465606.0,3554778.0,7.65,9.11,179.0500030517578
2022-12-12,3102347.0,465606.0,3567953.0,8.01,9.48,167.82000732421875
2022-12-13,3100797.0,462102.0,3562899.0,7.37,8.84,160.9499969482422
2022-12-14,3166672.0,462102.0,3628774.0,7.07,8.52,156.8000030517578
2022-12-15,3222784.0,472168.0,3694952.0,7.09,8.56,157.6699981689453
2022-12-16,3203434.0,471476.0,3674910.0,7.51,8.88,150.22999572753906
2022-12-19,3174260.0,470282.0,3644542.0,7.23,8.56,149.8699951171875
2022-12-20,3171860.0,496582.0,3668442.0,7.44,9.18,137.8000030517578
2022-12-21,3176585.0,496582.0,3673167.0,6.9,8.47,137.57000732421875
2022-12-22,3192172.0,494054.0,3686226.0,6.79,8.31,125.3499984741211
2022-12-23,3164734.0,492790.0,3657524.0,6.4,7.84,123.1500015258789
2022-12-27,3177929.0,492790.0,3670719.0,6.46,7.7,109.0999984741211
2022-12-28,3172220.0,491526.0,3663746.0,6.0,6.98,112.70999908447266
2022-12-29,3199189.0,490262.0,3689451.0,6.26,7.21,121.81999969482422
2022-12-30,3199455.0,490262.0,3689717.0,6.5,7.52,123.18000030517578
2023-01-03,3407110.0,487734.0,3894844.0,7.0,7.58,108.0999984741211
2023-01-04,3550999.0,519070.0,4070069.0,6.55,7.18,113.63999938964844
2023-01-05,3543454.0,521345.0,4064799.0,6.64,7.43,110.33999633789062
2023-01-06,3522087.0,521345.0,4043432.0,6.61,7.33,113.05999755859375
2023-01-09,3546593.0,554883.0,4101476.0,6.75,7.75,119.7699966430664
2023-01-10,3581398.0,571289.0,4152687.0,6.85,8.31,118.8499984741211
2023-01-11,3654146.0,592254.0,4246400.0,6.78,8.49,123.22000122070312
2023-01-12,3731828.0,614717.0,4346545.0,6.93,9.0,123.55999755859375
2023-01-13,3724012.0,614717.0,4338729.0,6.79,8.88,122.4000015258789
2023-01-17,3819726.0,614717.0,4434443.0,6.95,8.8,131.49000549316406
2023-01-18,3959617.0,657043.0,4616660.0,7.39,9.94,128.77999877929688
2023-01-19,3958752.0,674579.0,4633331.0,7.51,10.13,127.16999816894531
2023-01-20,4001802.0,674579.0,4676381.0,7.66,10.23,133.4199981689453
2023-01-23,4096302.0,674579.0,4770881.0,7.67,10.42,143.75
2023-01-24,4070695.0,674579.0,4745274.0,7.96,10.92,143.88999938964844
2023-01-25,4066483.0,674579.0,4741062.0,8.1,11.0,144.42999267578125
2023-01-26,4045423.0,674579.0,4720002.0,8.13,11.06,160.27000427246094
2023-01-27,4035946.0,674579.0,4710525.0,8.83,11.99,177.89999389648438
2023-01-30,4057006.0,674579.0,4731585.0,9.29,12.92,166.66000366210938
2023-02-01,4041211.0,672813.0,4714024.0,9.12,12.6,181.41000366210938
2023-02-02,4042264.0,672813.0,4715077.0,9.17,12.7,188.27000427246094
2023-02-03,4067536.0,672813.0,4740349.0,8.93,12.82,189.97999572753906
2023-02-06,4009621.0,672813.0,4682434.0,9.34,13.14,194.75999450683594
2023-02-07,3955918.0,672813.0,4628731.0,9.69,13.61,196.80999755859375
2023-02-08,3916957.0,672813.0,4589770.0,9.63,13.62,201.2899932861328
2023-02-09,3945388.0,672813.0,4618201.0,10.15,14.19,207.32000732421875
2023-02-10,3972766.0,672813.0,4645579.0,10.77,14.68,196.88999938964844
2023-02-13,3923275.0,672813.0,4596088.0,10.58,14.24,194.63999938964844
2023-02-14,3986455.0,672813.0,4659268.0,10.29,13.94,209.25
2023-02-15,3990667.0,672813.0,4663480.0,10.8,14.7,214.24000549316406
2023-02-16,3987508.0,674579.0,4662087.0,10.44,14.72,202.0399932861328
2023-02-17,3965395.0,674579.0,4639974.0,10.1,14.22,208.30999755859375
2023-02-21,3896950.0,674579.0,4571529.0,10.48,14.52,197.3699951171875
2023-02-22,3831664.0,674579.0,4506243.0,10.58,14.28,200.86000061035156
2023-02-23,3904666.0,674579.0,4579245.0,10.51,14.48,202.07000732421875
2023-02-24,3976678.0,674579.0,4651257.0,10.73,14.49,196.8800048828125
2023-02-27,3935611.0,674579.0,4610190.0,10.78,14.31,207.6300048828125
2023-03-01,4059865.0,674579.0,4734444.0,10.95,14.82,202.77000427246094
2023-03-02,3995632.0,674579.0,4670211.0,11.04,14.66,190.89999389648438
2023-03-03,3981943.0,672813.0,4654756.0,10.29,13.77,197.7899932861328
2023-03-07,3987208.0,672813.0,4660021.0,10.29,13.74,187.7100067138672
2023-03-08,3961936.0,672813.0,4634749.0,10.12,13.52,182.0
2023-03-09,3991783.0,672813.0,4664596.0,9.96,13.18,172.9199981689453
2023-03-10,3958706.0,672813.0,4631519.0,9.9,12.9,173.44000244140625
2023-03-13,3953371.0,672813.0,4626184.0,10.28,13.19,174.47999572753906
2023-03-14,4198125.0,672813.0,4870938.0,10.12,13.27,183.25999450683594
2023-03-15,4173492.0,672813.0,4846305.0,10.41,13.69,180.4499969482422
2023-03-16,4236681.0,669281.0,4905962.0,10.2,13.61,184.1300048828125
2023-03-17,4261314.0,667515.0,4928829.0,10.08,13.52,180.1300048828125
2023-03-20,4148859.0,667515.0,4816374.0,9.97,13.52,183.25
2023-03-21,4101735.0,667515.0,4769250.0,10.26,13.71,197.5800018310547
2023-03-22,4110303.0,667515.0,4777818.0,10.5,14.34,191.14999389648438
2023-03-23,4139220.0,667515.0,4806735.0,10.66,14.21,192.22000122070312
2023-03-24,3971395.0,667515.0,4638910.0,10.54,14.17,190.41000366210938
2023-03-27,3872004.0,667515.0,4539519.0,10.16,14.09,191.80999755859375
2023-03-28,3885121.0,667515.0,4552636.0,10.25,14.15,189.19000244140625
2023-03-29,3848797.0,667515.0,4516312.0,10.25,14.08,193.8800048828125
2023-03-30,3896220.0,667515.0,4563735.0,10.13,14.07,195.27999877929688
2023-04-03,3986021.0,663983.0,4650004.0,10.37,14.56,194.77000427246094
2023-04-04,3928508.0,663983.0,4592491.0,9.92,13.85,192.5800018310547
2023-04-05,3892184.0,663983.0,4556167.0,9.86,13.84,185.52000427246094
2023-04-06,3868977.0,663983.0,4532960.0,9.85,13.73,185.05999755859375
2023-04-10,3875031.0,663983.0,4539014.0,9.69,13.71,184.50999450683594
2023-04-11,3861914.0,663983.0,4525897.0,9.67,13.56,186.7899932861328
2023-04-12,3878058.0,663983.0,4542041.0,9.73,13.7,180.5399932861328
2023-04-13,3864941.0,663983.0,4528924.0,9.67,13.45,185.89999389648438
2023-04-14,3869986.0,663983.0,4533969.0,9.58,13.67,185.0
2023-04-17,3916400.0,663983.0,4580383.0,9.62,13.74,187.0399932861328
2023-04-18,3927499.0,663983.0,4591482.0,9.68,13.85,184.30999755859375
2023-04-19,3927499.0,663983.0,4591482.0,9.55,13.74,180.58999633789062
2023-04-20,3915391.0,663983.0,4579374.0,9.38,13.5,162.99000549316406
2023-04-21,4114012.0,663983.0,4777995.0,9.28,12.37,165.0800018310547
2023-04-24,4023402.0,663983.0,4687385.0,9.35,12.47,162.5500030517578
2023-04-25,4007412.0,663983.0,4671395.0,9.35,12.34,160.6699981689453
2023-04-26,4010610.0,662217.0,4672827.0,9.54,12.51,153.75
2023-04-27,4143191.0,662217.0,4805408.0,9.66,12.12,160.19000244140625
2023-04-28,4152071.0,662217.0,4814288.0,9.95,12.42,164.30999755859375
2023-05-01,4149851.0,662217.0,4812068.0,10.17,12.59,161.8300018310547
2023-05-02,4148741.0,667515.0,4816256.0,10.04,12.36,160.30999755859375
2023-05-03,4125431.0,667515.0,4792946.0,10.17,12.44,160.61000061035156
2023-05-04,4129871.0,665749.0,4795620.0,10.24,12.51,161.1999969482422
2023-05-05,4136531.0,665749.0,4802280.0,10.01,12.57,170.05999755859375
2023-05-08,4155401.0,665749.0,4821150.0,10.1,12.98,171.7899932861328
2023-05-09,4178711.0,665749.0,4844460.0,10.09,13.12,169.14999389648438
2023-05-10,4183151.0,665749.0,4848900.0,9.82,12.9,168.5399932861328
2023-05-11,4182041.0,665749.0,4847790.0,9.64,12.71,172.0800018310547
2023-05-12,4193131.0,665749.0,4858880.0,9.82,12.99,167.97999572753906
2023-05-15,4198681.0,665749.0,4864430.0,9.89,12.84,166.35000610351562
2023-05-16,4203121.0,665749.0,4868870.0,9.61,13.8,166.52000427246094
2023-05-17,4178701.0,665749.0,4844450.0,9.83,12.62,173.86000061035156
2023-05-18,4197571.0,665749.0,4863320.0,10.0,12.85,176.88999938964844
2023-05-19,4205341.0,665749.0,4871090.0,10.04,12.87,180.13999938964844
2023-05-22,4205341.0,665749.0,4871090.0,10.34,13.17,188.8699951171875
2023-05-23,4263061.0,665749.0,4928810.0,10.33,13.48,185.77000427246094
2023-05-24,4259731.0,665749.0,4925480.0,10.36,13.46,182.89999389648438
2023-05-25,4243081.0,665749.0,4908830.0,10.28,13.46,184.47000122070312
2023-05-26,4247521.0,665749.0,4913270.0,10.66,13.72,193.1699981689453
2023-05-30,4179872.0,665749.0,4845621.0,10.96,14.0,201.16000366210938
2023-06-01,4223162.0,665749.0,4888911.0,11.17,14.51,207.52000427246094
2023-06-02,4214282.0,674574.0,4888856.0,11.2,14.53,213.97000122070312
2023-06-05,4186532.0,676340.0,4862872.0,11.41,14.6,217.61000061035156
2023-06-06,4192082.0,676340.0,4868422.0,11.49,14.77,221.30999755859375
2023-06-07,4185422.0,678106.0,4863528.0,11.52,14.72,224.57000732421875
2023-06-08,4151012.0,679872.0,4830884.0,11.81,14.97,234.86000061035156
2023-06-09,4151012.0,679872.0,4830884.0,12.22,15.52,244.39999389648438
2023-06-12,4157672.0,679872.0,4837544.0,12.75,16.13,249.8300018310547
2023-06-13,3783171.0,648406.0,4431577.0,11.86,15.44,258.7099914550781
2023-06-14,3797479.0,651774.0,4449253.0,11.95,15.64,256.7900085449219
2023-06-15,3778061.0,653458.0,4431519.0,11.85,15.55,255.89999389648438
2023-06-16,3781127.0,653458.0,4434585.0,11.74,15.39,260.5400085449219
2023-06-20,3697250.0,660194.0,4357444.0,11.82,15.8,274.45001220703125
2023-06-21,3645184.0,640052.0,4285236.0,12.43,16.17,259.4599914550781
2023-06-22,3636166.0,640052.0,4276218.0,12.17,15.4,264.6099853515625
2023-06-23,3624142.0,640052.0,4264194.0,12.41,15.79,256.6000061035156
2023-06-26,3581337.0,640052.0,4221389.0,12.15,15.68,241.0500030517578
2023-06-27,3581337.0,634856.0,4216193.0,11.49,14.73,250.2100067138672
2023-06-28,3584331.0,634856.0,4219187.0,11.53,14.89,256.239990234375
2023-06-29,3614271.0,616889.0,4231160.0,11.59,14.59,257.5
2023-07-03,3523588.0,616889.0,4140477.0,11.63,14.63,279.82000732421875
2023-07-05,3506602.0,616889.0,4123491.0,12.1,15.46,282.4800109863281
2023-07-06,3522170.0,616889.0,4139059.0,12.23,15.62,276.5400085449219
2023-07-07,3496872.0,616889.0,4113761.0,12.43,15.67,274.42999267578125
2023-07-10,3492980.0,616889.0,4109869.0,12.21,15.49,269.6099853515625
2023-07-11,3492980.0,618482.0,4111462.0,11.57,15.0,269.7900085449219
2023-07-12,3570820.0,618482.0,4189302.0,11.18,14.92,271.989990234375
2023-07-13,3613632.0,599201.0,4212833.0,11.16,14.4,277.8999938964844
2023-07-14,3625308.0,600741.0,4226049.0,10.9,14.44,281.3800048828125
2023-07-17,3595145.0,600741.0,4195886.0,11.26,14.82,290.3800048828125
2023-07-18,3566546.0,603823.0,4170369.0,11.26,14.98,293.3399963378906
2023-07-19,3544283.0,603823.0,4148106.0,11.26,15.03,291.260009765625
2023-07-20,3544283.0,603823.0,4148106.0,10.99,14.99,262.8999938964844
2023-07-21,3514647.0,603823.0,4118470.0,10.52,13.93,260.0199890136719
2023-07-24,3501263.0,603823.0,4105086.0,10.37,13.86,269.05999755859375
2023-07-25,3507955.0,603823.0,4111778.0,10.85,14.22,265.2799987792969
2023-07-26,3509867.0,583123.0,4092990.0,10.73,13.55,264.3500061035156
2023-07-27,3524207.0,584611.0,4108818.0,10.47,13.56,255.7100067138672
2023-07-28,3515603.0,584611.0,4100214.0,10.43,13.37,266.44000244140625
2023-08-01,3526119.0,584611.0,4110730.0,10.14,13.35,261.07000732421875
2023-08-02,3478319.0,586097.0,4064416.0,10.09,13.17,254.11000061035156
2023-08-03,3420003.0,586097.0,4006100.0,10.4,13.17,259.32000732421875
2023-08-04,3424783.0,586097.0,4010880.0,10.74,13.47,253.86000061035156
2023-08-07,3405663.0,586097.0,3991760.0,10.69,13.22,251.4499969482422
2023-08-08,3412355.0,586097.0,3998452.0,10.63,13.11,249.6999969482422
2023-08-09,3461111.0,586097.0,4047208.0,10.64,13.07,242.19000244140625
2023-08-10,3468759.0,586097.0,4054856.0,10.7,12.93,245.33999633789062
2023-08-11,3399952.0,582303.0,3982255.0,10.67,12.98,242.64999389648438
2023-08-14,3354600.0,580407.0,3935007.0,10.53,12.99,239.75999450683594
2023-08-15,3334492.0,580304.0,3914796.0,10.35,12.76,232.9600067138672
2023-08-16,3313183.0,580304.0,3893487.0,10.21,12.64,225.60000610351562
2023-08-17,3305783.0,574472.0,3880255.0,10.11,12.45,219.22000122070312
2023-08-18,3296533.0,574472.0,3871005.0,10.07,12.28,215.49000549316406
2023-08-21,3305783.0,573014.0,3878797.0,9.87,12.1,231.27999877929688
2023-08-22,3340933.0,567182.0,3908115.0,10.42,12.71,233.19000244140625
2023-08-23,3354808.0,567182.0,3921990.0,10.51,12.81,236.86000061035156
2023-08-24,3370533.0,565724.0,3936257.0,10.43,12.79,230.0399932861328
2023-08-25,3340008.0,565724.0,3905732.0,10.51,12.81,238.58999633789062
2023-08-28,3342783.0,564266.0,3907049.0,10.76,13.22,238.82000732421875
2023-08-29,3342783.0,564266.0,3907049.0,10.75,13.01,257.17999267578125
2023-08-30,3383483.0,564266.0,3947749.0,10.98,13.63,256.8999938964844
2023-09-01,3350183.0,564266.0,3914449.0,10.9,13.55,245.00999450683594
2023-09-05,3322433.0,562808.0,3885241.0,10.38,12.95,256.489990234375
2023-09-06,3311333.0,562808.0,3874141.0,10.79,13.59,251.9199981689453
2023-09-07,3284508.0,562808.0,3847316.0,10.56,13.37,251.49000549316406
2023-09-08,3278033.0,562808.0,3840841.0,10.57,13.43,248.5
2023-09-11,3261383.0,562808.0,3824191.0,10.52,13.28,273.5799865722656
2023-09-12,3251208.0,562808.0,3814016.0,11.35,14.36,267.4800109863281
2023-09-13,3274333.0,562808.0,3837141.0,11.23,14.22,271.29998779296875
2023-09-14,3234278.0,562808.0,3797086.0,11.38,14.46,276.0400085449219
2023-09-15,3216584.0,562808.0,3779392.0,11.46,14.6,274.3900146484375
2023-09-18,3207534.0,562808.0,3770342.0,11.52,14.71,265.2799987792969
2023-09-19,3207534.0,562808.0,3770342.0,11.41,14.22,266.5
2023-09-20,3112264.0,562808.0,3675072.0,11.35,14.33,262.5899963378906
2023-09-21,3078418.0,561350.0,3639768.0,11.25,14.3,255.6999969482422
2023-09-22,2992107.0,559892.0,3551999.0,11.08,14.31,244.8800048828125
2023-09-25,2968083.0,559892.0,3527975.0,10.81,13.84,246.99000549316406
2023-09-26,2979237.0,559892.0,3539129.0,10.92,13.95,244.1199951171875
2023-09-27,2984385.0,559892.0,3544277.0,10.89,13.98,240.5
2023-09-28,3002403.0,558434.0,3560837.0,10.67,13.72,246.3800048828125
2023-09-29,2975805.0,558434.0,3534239.0,10.8,13.82,250.22000122070312
2023-10-02,2947491.0,558434.0,3505925.0,10.82,13.89,251.60000610351562
2023-10-03,2951781.0,555518.0,3507299.0,11.04,14.05,246.52999877929688
2023-10-04,2935479.0,554060.0,3489539.0,11.13,14.11,261.1600036621094
2023-10-05,2901002.0,552177.0,3453179.0,11.3,14.64,260.04998779296875
2023-10-06,2799900.0,545709.0,3345609.0,10.87,14.55,260.5299987792969
2023-10-09,2773882.0,544889.0,3318771.0,10.63,14.38,259.6700134277344
2023-10-10,2768289.0,544889.0,3313178.0,10.55,14.19,263.6199951171875
2023-10-11,2754449.0,544889.0,3299338.0,10.35,14.19,262.989990234375
2023-10-12,2721921.0,544889.0,3266810.0,10.28,14.24,258.8699951171875
2023-10-13,2718026.0,544889.0,3262915.0,10.46,14.34,251.1199951171875
2023-10-16,2694698.0,544889.0,3239587.0,10.3,14.1,253.9199981689453
2023-10-17,2686939.0,543451.0,3230390.0,10.2,14.02,254.85000610351562
2023-10-18,2639820.0,543451.0,3183271.0,9.97,13.96,242.67999267578125
2023-10-19,2618508.0,542013.0,3160521.0,9.84,13.6,220.11000061035156
2023-10-20,2615476.0,542013.0,3157489.0,9.11,12.66,211.99000549316406
2023-10-23,2593494.0,540575.0,3134069.0,8.92,12.4,212.0800018310547
2023-10-24,2598042.0,539137.0,3137179.0,8.91,12.48,216.52000427246094
2023-10-25,2604106.0,539137.0,3143243.0,8.84,12.66,212.4199981689453
2023-10-26,2590462.0,539137.0,3129599.0,9.14,12.76,205.75999450683594
2023-10-27,2591220.0,536261.0,3127481.0,8.97,12.51,207.3000030517578
2023-10-30,2582124.0,536261.0,3118385.0,9.21,12.78,197.36000061035156
2023-11-01,2610170.0,536261.0,3146431.0,8.68,12.29,205.66000366210938
2023-11-02,2618508.0,534823.0,3153331.0,8.84,12.61,218.50999450683594
2023-11-03,2666262.0,534823.0,3201085.0,8.68,12.85,219.9600067138672
2023-11-06,2695824.0,533385.0,3229209.0,8.25,12.7,219.27000427246094
2023-11-07,2673084.0,533385.0,3206469.0,8.37,12.79,222.17999267578125
2023-11-08,2675358.0,533385.0,3208743.0,8.24,12.86,222.11000061035156
2023-11-09,2623814.0,533385.0,3157199.0,8.34,12.91,209.97999572753906
2023-11-10,2616224.0,533385.0,3149609.0,8.14,12.4,214.64999389648438
2023-11-13,2613188.0,533385.0,3146573.0,8.19,12.52,223.7100067138672
2023-11-14,2627590.0,531947.0,3159537.0,8.53,12.92,237.41000366210938
2023-11-15,2679892.0,531947.0,3211839.0,8.59,13.11,242.83999633789062
2023-11-16,2754176.0,531947.0,3286123.0,8.54,13.23,233.58999633789062
2023-11-17,2732194.0,531947.0,3264141.0,8.39,12.99,234.3000030517578
2023-11-20,2704148.0,531947.0,3236095.0,8.13,12.9,235.60000610351562
2023-11-21,2710970.0,531947.0,3242917.0,7.96,12.87,241.1999969482422
2023-11-22,2678376.0,531947.0,3210323.0,8.34,13.34,234.2100067138672
2023-11-24,2674586.0,531947.0,3206533.0,8.01,12.93,235.4499969482422
2023-11-27,2674586.0,531947.0,3206533.0,7.95,12.89,236.0800018310547
2023-11-28,2668522.0,531947.0,3200469.0,7.88,12.96,246.72000122070312
2023-11-29,2684440.0,531947.0,3216387.0,8.02,13.44,244.13999938964844
2023-12-01,2629864.0,531947.0,3161811.0,7.89,13.07,238.8300018310547
2023-12-04,2620010.0,531947.0,3151957.0,7.48,12.46,235.5800018310547
2023-12-05,2618494.0,531947.0,3150441.0,7.35,12.27,238.72000122070312
2023-12-06,2595754.0,531947.0,3127701.0,7.51,12.58,239.3699951171875
2023-12-07,2610914.0,531947.0,3142861.0,7.54,12.75,242.63999938964844
2023-12-08,2591206.0,530509.0,3121715.0,7.6,12.8,243.83999633789062
2023-12-11,2604092.0,530509.0,3134601.0,7.53,12.69,239.74000549316406
2023-12-12,2626074.0,530509.0,3156583.0,7.5,12.53,237.00999450683594
2023-12-13,2640476.0,529071.0,3169547.0,7.42,12.39,239.2899932861328
2023-12-14,2646540.0,527633.0,3174173.0,7.26,12.26,251.0500030517578
2023-12-15,2698842.0,527633.0,3226475.0,7.34,12.56,253.5
2023-12-18,2723856.0,527633.0,3251489.0,7.5,12.75,252.0800018310547
2023-12-19,2717792.0,526195.0,3243987.0,7.47,12.7,257.2200012207031
2023-12-20,2739774.0,526195.0,3265969.0,7.33,12.75,247.13999938964844
2023-12-21,2826159.0,524757.0,3350916.0,7.59,12.64,254.5
2023-12-22,2784607.0,524757.0,3309364.0,7.63,12.74,252.5399932861328
2023-12-26,2771279.0,524757.0,3296036.0,7.48,12.55,256.6099853515625
2023-12-27,2797935.0,524757.0,3322692.0,7.48,12.6,261.44000244140625
2023-12-28,2805775.0,524757.0,3330532.0,7.56,12.81,253.17999267578125
2023-12-29,2796367.0,524757.0,3321124.0,7.34,12.45,248.47999572753906
2024-01-02,2777551.0,524757.0,3302308.0,7.43,12.38,248.4199981689453
2024-01-03,2757951.0,524757.0,3282708.0,7.7,12.65,238.4499969482422
2024-01-04,2813865.0,523319.0,3337184.0,7.96,12.58,237.92999267578125
2024-01-05,2800889.0,521881.0,3322770.0,7.89,12.52,237.49000549316406
2024-01-08,2812243.0,521881.0,3334124.0,7.89,12.53,240.4499969482422
2024-01-09,2825219.0,521881.0,3347100.0,7.76,12.42,234.9600067138672
2024-01-10,2826839.0,521881.0,3348720.0,7.69,12.32,233.94000244140625
2024-01-11,2803320.0,520443.0,3323763.0,7.68,12.25,227.22000122070312
2024-01-12,2868857.0,520443.0,3389300.0,7.9,11.98,218.88999938964844
2024-01-16,2950779.0,520443.0,3471222.0,7.99,11.59,219.91000366210938
2024-01-17,2943851.0,520443.0,3464294.0,8.15,11.75,215.5500030517578
2024-01-18,2948181.0,519005.0,3467186.0,8.14,11.67,211.8800048828125
2024-01-19,2931727.0,513253.0,3444980.0,8.03,11.39,212.19000244140625
2024-01-22,2924799.0,513253.0,3438052.0,7.94,11.29,208.8000030517578
2024-01-23,2941253.0,513253.0,3454506.0,7.64,10.96,209.13999938964844
2024-01-24,2917871.0,513253.0,3431124.0,7.64,10.96,207.8300018310547
2024-01-25,2910077.0,511815.0,3421892.0,7.77,11.06,182.6300048828125
2024-01-26,3053993.0,511815.0,3565808.0,7.24,9.82,183.25
2024-01-29,3211437.0,511815.0,3723252.0,7.62,9.94,190.92999267578125
2024-01-30,3219350.0,511815.0,3731165.0,7.62,10.11,191.58999633789062
2024-02-01,3203328.0,508939.0,3712267.0,7.98,10.26,188.86000061035156
2024-02-02,3254925.0,508939.0,3763864.0,8.0,10.28,187.91000366210938
2024-02-05,3321174.0,506063.0,3827237.0,8.09,10.21,181.05999755859375
2024-02-06,3359760.0,511480.0,3871240.0,8.17,10.09,185.10000610351562
2024-02-07,3385589.0,512963.0,3898552.0,8.09,10.18,187.5800018310547
2024-02-08,3397865.0,510049.0,3907914.0,8.15,10.28,189.55999755859375
2024-02-09,3416279.0,508592.0,3924871.0,8.02,10.27,193.57000732421875
2024-02-12,3433670.0,508592.0,3942262.0,7.99,10.28,188.1300048828125
2024-02-13,3396842.0,508592.0,3905434.0,7.59,9.88,184.02000427246094
2024-02-14,3320117.0,508592.0,3828709.0,7.83,9.98,188.7100067138672
2024-02-15,3439316.0,517453.0,3956769.0,7.91,10.01,200.4499969482422
2024-02-16,3442490.0,513004.0,3955494.0,8.21,10.62,199.9499969482422
2024-02-20,3419236.0,508555.0,3927791.0,8.39,10.67,193.75999450683594
2024-02-21,3418178.0,508555.0,3926733.0,8.42,10.55,194.77000427246094
2024-02-22,3406540.0,508555.0,3915095.0,8.71,10.69,197.41000366210938
2024-02-23,3406540.0,508555.0,3915095.0,8.61,10.8,191.97000122070312
2024-02-26,3402308.0,498174.0,3900482.0,8.38,10.59,199.39999389648438
2024-02-27,3409714.0,498174.0,3907888.0,8.43,10.85,199.72999572753906
2024-02-28,3399134.0,498174.0,3897308.0,8.21,10.86,202.0399932861328
2024-03-01,3374800.0,496691.0,3871491.0,8.34,11.0,202.63999938964844
2024-03-04,3362104.0,496691.0,3858795.0,8.39,10.96,188.13999938964844
2024-03-05,3362104.0,495208.0,3857312.0,7.86,10.26,180.74000549316406
2024-03-06,3409423.0,500892.0,3910315.0,7.95,10.06,176.5399932861328
2024-03-07,3449976.0,502068.0,3952044.0,7.76,9.74,178.64999389648438
2024-03-08,3434674.0,499044.0,3933718.0,7.78,9.71,175.33999633789062
2024-03-11,3455441.0,497532.0,3952973.0,7.56,9.61,177.77000427246094
2024-03-12,3436860.0,497532.0,3934392.0,7.66,9.77,177.5399932861328
2024-03-13,3405163.0,497532.0,3902695.0,7.71,9.74,169.47999572753906
2024-03-14,3392047.0,497532.0,3889579.0,7.36,9.42,162.5
2024-03-15,3503725.0,516075.0,4019800.0,7.62,9.61,163.57000732421875
2024-03-18,3476221.0,519213.0,3995434.0,7.68,9.69,173.8000030517578
2024-03-19,3575923.0,512937.0,4088860.0,8.17,10.26,171.32000732421875
2024-03-20,3571339.0,512937.0,4084276.0,8.11,10.1,175.66000366210938
2024-03-21,3578215.0,509799.0,4088014.0,8.03,10.15,172.82000732421875
2024-03-22,3586237.0,509799.0,4096036.0,7.84,9.89,170.8300018310547
2024-03-25,3680590.0,513307.0,4193897.0,8.12,9.98,172.6300048828125
2024-03-26,3800999.0,513307.0,4314306.0,8.38,10.11,177.6699981689453
2024-03-27,3799781.0,513307.0,4313088.0,8.64,10.39,179.8300018310547
2024-03-28,3777857.0,511723.0,4289580.0,8.7,10.42,175.7899932861328
2024-04-01,3833627.0,511723.0,4345350.0,8.68,10.2,175.22000122070312
2024-04-02,3865991.0,511723.0,4377714.0,8.93,10.17,166.6300048828125
2024-04-03,4000201.0,521925.0,4522126.0,9.18,10.07,168.3800048828125
2024-04-04,4010753.0,521925.0,4532678.0,9.28,10.15,171.11000061035156
2024-04-05,4012072.0,521925.0,4533997.0,9.56,10.46,164.89999389648438
2024-04-08,4110726.0,520309.0,4631035.0,9.48,10.04,172.97999572753906
2024-04-09,4129696.0,520309.0,4650005.0,9.75,10.38,176.8800048828125
2024-04-10,4110726.0,520309.0,4631035.0,9.85,10.53,171.75999450683594
2024-04-11,4049751.0,520309.0,4570060.0,9.79,10.43,174.60000610351562
2024-04-12,4052461.0,520309.0,4572770.0,9.84,10.48,171.0500030517578
2024-04-15,4091756.0,520309.0,4612065.0,9.96,10.52,161.47999572753906
2024-04-16,4028071.0,515461.0,4543532.0,9.83,10.17,157.11000061035156
2024-04-17,4087887.0,517309.0,4605196.0,9.8,10.01,155.4499969482422
2024-04-18,4147068.0,521684.0,4668752.0,9.94,10.11,149.92999267578125
2024-04-19,4194975.0,529698.0,4724673.0,9.75,9.93,147.0500030517578
2024-04-22,4203363.0,528032.0,4731395.0,9.77,9.81,142.0500030517578
2024-04-23,4247649.0,539233.0,4786882.0,9.51,9.63,144.67999267578125
2024-04-24,4293132.0,541869.0,4835001.0,9.45,9.68,162.1300048828125
2024-04-25,4285957.0,541869.0,4827826.0,10.59,10.71,170.17999267578125
2024-04-26,4248647.0,541869.0,4790516.0,11.2,11.21,168.2899932861328
2024-04-29,4248647.0,540160.0,4788807.0,10.95,10.83,194.0500030517578
2024-05-01,4209929.0,540160.0,4750089.0,12.09,11.67,179.99000549316406
2024-05-02,4228571.0,540160.0,4768731.0,11.78,11.55,180.00999450683594
2024-05-03,4245779.0,535033.0,4780812.0,11.5,11.42,181.19000244140625
2024-05-06,4235741.0,535033.0,4770774.0,11.43,11.43,184.75999450683594
2024-05-07,4231439.0,535033.0,4766472.0,11.38,11.46,177.80999755859375
2024-05-08,4212797.0,533324.0,4746121.0,11.19,11.13,174.72000122070312
2024-05-09,4211363.0,531615.0,4742978.0,11.28,10.97,171.97000122070312
