date,ARKK_shares_adj,ARKQ_shares_adj,combined_shares_adj,ARKK_weight_pct,ARKQ_weight_pct,ARKK_aum,TSLA_close
2022-09-19,2738282.0,431076.0,3169358.0,10.31,12.37,8056817116.391852,309.07000732421875
2022-09-20,2744807.0,431076.0,3175883.0,10.53,12.55,8056386509.876544,308.7300109863281
2022-09-21,2813682.0,430055.0,3243737.0,10.82,12.72,8028355303.696857,300.79998779296875
2022-09-22,2805707.0,429034.0,3234741.0,10.82,12.55,7799969182.994454,288.5899963378906
2022-09-23,2788307.0,429034.0,3217341.0,10.83,12.3,7430078643.859649,275.3299865722656
2022-09-26,2791932.0,429034.0,3220966.0,10.52,12.06,7307059292.395436,276.010009765625
2022-09-27,2819482.0,429034.0,3248516.0,10.68,12.23,7286565794.194757,282.94000244140625
2022-09-28,2831807.0,429034.0,3260841.0,10.74,12.45,7460255796.834265,287.80999755859375
2022-09-29,2908657.0,426992.0,3335649.0,10.44,12.35,8018587846.455939,268.2099914550781
2022-09-30,2910832.0,426992.0,3337824.0,10.27,12.02,7601891438.364168,265.25
2022-10-03,2927507.0,424948.0,3352455.0,10.2,12.04,7612953252.450981,242.39999389648438
2022-10-04,3046762.0,424948.0,3471710.0,9.63,10.86,7669108087.227413,249.44000244140625
2022-10-05,3069382.0,425969.0,3495351.0,9.21,10.69,8312992899.891421,240.80999755859375
2022-10-06,3031030.0,425969.0,3456999.0,9.03,10.48,8083082328.903655,238.1300048828125
2022-10-07,2991174.0,425969.0,3417143.0,8.91,10.44,7994256617.508418,223.07000732421875
2022-10-10,2948310.0,424947.0,3373257.0,8.9,10.24,7389657434.83146,222.9600067138672
2022-10-11,2940790.0,424947.0,3365737.0,9.2,10.4,7126940634.782609,216.5
2022-10-12,2921238.0,424947.0,3346185.0,9.1,10.26,6949978318.681319,217.24000549316406
2022-10-13,2952070.0,424947.0,3377017.0,9.05,10.37,7086272782.32044,221.72000122070312
2022-10-14,2981398.0,420863.0,3402261.0,9.26,10.39,7138613008.207343,204.99000549316406
2022-10-17,2988918.0,420863.0,3409781.0,9.07,10.0,6755218311.1356125,219.35000610351562
2022-10-18,2979142.0,419842.0,3398984.0,9.07,10.22,7204793800.441014,220.19000244140625
2022-10-19,2977638.0,417800.0,3395438.0,8.97,10.16,7309321195.317726,222.0399932861328
2022-10-20,2978390.0,416778.0,3395168.0,9.42,10.41,7020400377.91932,207.27999877929688
2022-10-21,3035556.0,416778.0,3452334.0,9.03,9.85,6967996098.33887,214.44000244140625
2022-10-24,3010212.0,416778.0,3426990.0,9.19,9.94,7024046368.661589,211.25
2022-10-25,3012519.0,427599.0,3440118.0,9.17,10.12,6939963345.147219,222.4199981689453
2022-10-26,3046311.0,427599.0,3473910.0,9.06,10.29,7478424683.222958,224.63999938964844
2022-10-27,3075495.0,427599.0,3503094.0,9.13,10.35,7567132495.071193,225.08999633789062
2022-10-28,3075495.0,427599.0,3503094.0,9.14,10.3,7573995290.4814,228.52000427246094
2022-11-01,3082407.0,426551.0,3508958.0,9.14,10.28,7673642109.190371,227.82000732421875
2022-11-02,3078567.0,426551.0,3505118.0,9.12,10.3,7690341380.921054,214.97999572753906
2022-11-03,3050151.0,425503.0,3475654.0,9.02,10.11,7269639268.070953,215.30999755859375
2022-11-04,3011751.0,425503.0,3437254.0,9.12,10.2,7110308199.671053,207.47000122070312
2022-11-07,3007911.0,425503.0,3433414.0,9.04,9.8,6903222291.70354,197.0800018310547
2022-11-08,3011756.0,425503.0,3437259.0,8.67,9.28,6846100028.604383,191.3000030517578
2022-11-09,3047852.0,425503.0,3473355.0,8.43,9.07,6916418595.49229,177.58999633789062
2022-11-10,3100022.0,433628.0,3533650.0,8.45,8.98,6515182331.124261,190.72000122070312
2022-11-11,3148847.0,433628.0,3582475.0,7.94,8.96,7563578083.627205,195.97000122070312
2022-11-14,3227897.0,432557.0,3660454.0,7.54,8.97,8389535478.647216,190.9499969482422
2022-11-15,3252697.0,463570.0,3716267.0,7.62,9.62,8150951340.551181,194.4199981689453
2022-11-17,3279047.0,470274.0,3749321.0,7.62,9.59,8043562535.958005,183.1699981689453
2022-11-18,3254247.0,469107.0,3723354.0,7.63,9.53,7812325334.076016,180.19000244140625
2022-11-21,3209297.0,469107.0,3678404.0,7.64,9.42,7569152178.403141,167.8699951171875
2022-11-22,3184497.0,469107.0,3653604.0,7.39,8.95,7233849951.150204,169.91000366210938
2022-11-23,3184497.0,466773.0,3651270.0,7.46,9.03,7253054762.332439,183.1999969482422
2022-11-25,3187597.0,466773.0,3654370.0,7.81,9.52,7477180158.770806,182.86000061035156
2022-11-28,3176747.0,466773.0,3643520.0,7.87,9.5,7381193855.400253,182.9199981689453
2022-11-29,3167447.0,466773.0,3634220.0,8.11,9.72,7144135699.630087,180.8300018310547
2022-12-01,3125597.0,465606.0,3591203.0,8.04,9.9,7569076317.16418,194.6999969482422
2022-12-02,3169772.0,465606.0,3635378.0,7.98,9.85,7733767022.55639,194.86000061035156
2022-12-05,3149622.0,465606.0,3615228.0,7.94,9.73,7729664268.513853,182.4499969482422
2022-12-06,3118622.0,465606.0,3584228.0,7.83,9.44,7266827380.587484,179.82000732421875
2022-12-07,3089947.0,465606.0,3555553.0,8.03,9.49,6919480318.057285,174.0399932861328
2022-12-08,3086072.0,465606.0,3551678.0,7.85,9.3,6842037845.605096,173.44000244140625
2022-12-09,3089172.0,465606.0,3554778.0,7.65,9.11,7003738453.333334,179.0500030517578
2022-12-12,3102347.0,465606.0,3567953.0,8.01,9.48,6934771914.481897,167.82000732421875
2022-12-13,3100797.0,462102.0,3562899.0,7.37,8.84,7060729342.469471,160.9499969482422
2022-12-14,3166672.0,462102.0,3628774.0,7.07,8.52,7208993753.889674,156.8000030517578
2022-12-15,3222784.0,472168.0,3694952.0,7.09,8.56,7127398183.35684,157.6699981689453
2022-12-16,3203434.0,471476.0,3674910.0,7.51,8.88,6725505176.830892,150.22999572753906
2022-12-19,3174260.0,470282.0,3644542.0,7.23,8.56,6595699582.295989,149.8699951171875
2022-12-20,3171860.0,496582.0,3668442.0,7.44,9.18,6389336803.76344,137.8000030517578
2022-12-21,3176585.0,496582.0,3673167.0,6.9,8.47,6343962507.246376,137.57000732421875
2022-12-22,3192172.0,494054.0,3686226.0,6.79,8.31,6467556731.07511,125.3499984741211
2022-12-23,3164734.0,492790.0,3657524.0,6.4,7.84,6198428232.812499,123.1500015258789
2022-12-27,3177929.0,492790.0,3670719.0,6.46,7.7,6058234618.421053,109.0999984741211
2022-12-28,3172220.0,491526.0,3663746.0,6.0,6.98,5768153366.666667,112.70999908447266
2022-12-29,3199189.0,490262.0,3689451.0,6.26,7.21,5760073357.667731,121.81999969482422
2022-12-30,3199455.0,490262.0,3689717.0,6.5,7.52,5996270893.846154,123.18000030517578
2023-01-03,3407110.0,487734.0,3894844.0,7.0,7.58,5995540140.0,108.0999984741211
2023-01-04,3550999.0,519070.0,4070069.0,6.55,7.18,5860503693.12977,113.63999938964844
2023-01-05,3543454.0,521345.0,4064799.0,6.64,7.43,6064429406.0240965,110.33999633789062
2023-01-06,3522087.0,521345.0,4043432.0,6.61,7.33,5879380931.618758,113.05999755859375
2023-01-09,3546593.0,554883.0,4101476.0,6.75,7.75,5940411919.703703,119.7699966430664
2023-01-10,3581398.0,571289.0,4152687.0,6.85,8.31,6261956765.8394165,118.8499984741211
2023-01-11,3654146.0,592254.0,4246400.0,6.78,8.49,6405534691.740414,123.22000122070312
2023-01-12,3731828.0,614717.0,4346545.0,6.93,9.0,6635437895.526696,123.55999755859375
2023-01-13,3724012.0,614717.0,4338729.0,6.79,8.88,6776714620.324006,122.4000015258789
2023-01-17,3819726.0,614717.0,4434443.0,6.95,8.8,6727114566.906474,131.49000549316406
2023-01-18,3959617.0,657043.0,4616660.0,7.39,9.94,7045332061.299053,128.77999877929688
2023-01-19,3958752.0,674579.0,4633331.0,7.51,10.13,6788389914.24767,127.16999816894531
2023-01-20,4001802.0,674579.0,4676381.0,7.66,10.23,6643722719.843342,133.4199981689453
2023-01-23,4096302.0,674579.0,4770881.0,7.67,10.42,7125536021.382008,143.75
2023-01-24,4070695.0,674579.0,4745274.0,7.96,10.92,7351286510.678391,143.88999938964844
2023-01-25,4066483.0,674579.0,4741062.0,8.1,11.0,7223780726.790123,144.42999267578125
2023-01-26,4045423.0,674579.0,4720002.0,8.13,11.06,7186721327.060269,160.27000427246094
2023-01-27,4035946.0,674579.0,4710525.0,8.83,11.99,7325493379.614948,177.89999389648438
2023-01-30,4057006.0,674579.0,4731585.0,9.29,12.92,7769013642.62648,166.66000366210938
2023-02-01,4041211.0,672813.0,4714024.0,9.12,12.6,7675642208.552632,181.41000366210938
2023-02-02,4042264.0,672813.0,4715077.0,9.17,12.7,7996806022.246455,188.27000427246094
2023-02-03,4067536.0,672813.0,4740349.0,8.93,12.82,8575531945.352745,189.97999572753906
2023-02-06,4009621.0,672813.0,4682434.0,9.34,13.14,8155758004.068523,194.75999450683594
2023-02-07,3955918.0,672813.0,4628731.0,9.69,13.61,7951027757.275541,196.80999755859375
2023-02-08,3916957.0,672813.0,4589770.0,9.63,13.62,8005153760.851504,201.2899932861328
2023-02-09,3945388.0,672813.0,4618201.0,10.15,14.19,7824306901.674876,207.32000732421875
2023-02-10,3972766.0,672813.0,4645579.0,10.77,14.68,7647482331.6620245,196.88999938964844
2023-02-13,3923275.0,672813.0,4596088.0,10.58,14.24,7301073863.42155,194.63999938964844
2023-02-14,3986455.0,672813.0,4659268.0,10.29,13.94,7540559778.425657,209.25
2023-02-15,3990667.0,672813.0,4663480.0,10.8,14.7,7731917312.499999,214.24000549316406
2023-02-16,3987508.0,674579.0,4662087.0,10.44,14.72,8182794194.636016,202.0399932861328
2023-02-17,3965395.0,674579.0,4639974.0,10.1,14.22,7932360453.465346,208.30999755859375
2023-02-21,3896950.0,674579.0,4571529.0,10.48,14.52,7745931817.748092,197.3699951171875
2023-02-22,3831664.0,674579.0,4506243.0,10.58,14.28,7147972813.610585,200.86000061035156
2023-02-23,3904666.0,674579.0,4579245.0,10.51,14.48,7462333137.583254,202.07000732421875
2023-02-24,3976678.0,674579.0,4651257.0,10.73,14.49,7488977851.444548,196.8800048828125
2023-02-27,3935611.0,674579.0,4610190.0,10.78,14.31,7187783800.3710575,207.6300048828125
2023-03-01,4059865.0,674579.0,4734444.0,10.95,14.82,7626984741.095891,202.77000427246094
2023-03-02,3995632.0,674579.0,4670211.0,11.04,14.66,7338716491.304348,190.89999389648438
2023-03-03,3981943.0,672813.0,4654756.0,10.29,13.77,7387297557.823131,197.7899932861328
2023-03-07,3987208.0,672813.0,4660021.0,10.29,13.74,7509822958.989311,187.7100067138672
2023-03-08,3961936.0,672813.0,4634749.0,10.12,13.52,7348764886.956521,182.0
2023-03-09,3991783.0,672813.0,4664596.0,9.96,13.18,7294221947.791164,172.9199981689453
2023-03-10,3958706.0,672813.0,4631519.0,9.9,12.9,6914539813.333333,173.44000244140625
2023-03-13,3953371.0,672813.0,4626184.0,10.28,13.19,6669967570.428017,174.47999572753906
2023-03-14,4198125.0,672813.0,4870938.0,10.12,13.27,7238032114.624506,183.25999450683594
2023-03-15,4173492.0,672813.0,4846305.0,10.41,13.69,7347109931.988472,180.4499969482422
2023-03-16,4236681.0,669281.0,4905962.0,10.2,13.61,7495187122.058825,184.1300048828125
2023-03-17,4261314.0,667515.0,4928829.0,10.08,13.52,7784084789.880953,180.1300048828125
2023-03-20,4148859.0,667515.0,4816374.0,9.97,13.52,7495827198.294884,183.25
2023-03-21,4101735.0,667515.0,4769250.0,10.26,13.71,7325954568.71345,197.5800018310547
2023-03-22,4110303.0,667515.0,4777818.0,10.5,14.34,7734415873.714286,191.14999389648438
2023-03-23,4139220.0,667515.0,4806735.0,10.66,14.21,7422250497.185741,192.22000122070312
2023-03-24,3971395.0,667515.0,4638910.0,10.54,14.17,7242709173.624289,190.41000366210938
2023-03-27,3872004.0,667515.0,4539519.0,10.16,14.09,7256577575.196851,191.80999755859375
2023-03-28,3885121.0,667515.0,4552636.0,10.25,14.15,7270293258.634147,189.19000244140625
2023-03-29,3848797.0,667515.0,4516312.0,10.25,14.08,7103940531.02439,193.8800048828125
2023-03-30,3896220.0,667515.0,4563735.0,10.13,14.07,7457049690.029615,195.27999877929688
2023-04-03,3986021.0,663983.0,4650004.0,10.37,14.56,7974348280.231438,194.77000427246094
2023-04-04,3928508.0,663983.0,4592491.0,9.92,13.85,7713261120.564516,192.5800018310547
2023-04-05,3892184.0,663983.0,4556167.0,9.86,13.84,7601995889.655173,185.52000427246094
2023-04-06,3868977.0,663983.0,4532960.0,9.85,13.73,7287031604.467006,185.05999755859375
2023-04-10,3875031.0,663983.0,4539014.0,9.69,13.71,7400549400.0,184.50999450683594
2023-04-11,3861914.0,663983.0,4525897.0,9.67,13.56,7368787509.203723,186.7899932861328
2023-04-12,3878058.0,663983.0,4542041.0,9.73,13.7,7444835085.508737,180.5399932861328
2023-04-13,3864941.0,663983.0,4528924.0,9.67,13.45,7215888812.202689,185.89999389648438
2023-04-14,3869986.0,663983.0,4533969.0,9.58,13.67,7509711872.651357,185.0
2023-04-17,3916400.0,663983.0,4580383.0,9.62,13.74,7531538461.538462,187.0399932861328
2023-04-18,3927499.0,663983.0,4591482.0,9.68,13.85,7588836910.743802,184.30999755859375
2023-04-19,3927499.0,663983.0,4591482.0,9.55,13.74,7579867441.780106,180.58999633789062
2023-04-20,3915391.0,663983.0,4579374.0,9.38,13.5,7538171222.707889,162.99000549316406
2023-04-21,4114012.0,663983.0,4777995.0,9.28,12.37,7225676895.258621,165.0800018310547
2023-04-24,4023402.0,663983.0,4687385.0,9.35,12.47,7103563659.4652405,162.5500030517578
2023-04-25,4007412.0,663983.0,4671395.0,9.35,12.34,6966896477.005348,160.6699981689453
2023-04-26,4010610.0,662217.0,4672827.0,9.54,12.51,6754556694.968555,153.75
2023-04-27,4143191.0,662217.0,4805408.0,9.66,12.12,6594364557.453416,160.19000244140625
2023-04-28,4152071.0,662217.0,4814288.0,9.95,12.42,6684625663.216081,164.30999755859375
2023-05-01,4149851.0,662217.0,4812068.0,10.17,12.59,6704641276.401179,161.8300018310547
2023-05-02,4148741.0,667515.0,4816256.0,10.04,12.36,6687158924.601594,160.30999755859375
2023-05-03,4125431.0,667515.0,4792946.0,10.17,12.44,6502928649.06588,160.61000061035156
2023-05-04,4129871.0,665749.0,4795620.0,10.24,12.51,6477525208.105468,161.1999969482422
2023-05-05,4136531.0,665749.0,4802280.0,10.01,12.57,6661426545.454546,170.05999755859375
2023-05-08,4155401.0,665749.0,4821150.0,10.1,12.98,6996707861.980198,171.7899932861328
2023-05-09,4178711.0,665749.0,4844460.0,10.09,13.12,7114576438.949455,169.14999389648438
2023-05-10,4183151.0,665749.0,4848900.0,9.82,12.9,7205498896.63951,168.5399932861328
2023-05-11,4182041.0,665749.0,4847790.0,9.64,12.71,7311630603.112033,172.0800018310547
2023-05-12,4193131.0,665749.0,4858880.0,9.82,12.99,7347800228.920569,167.97999572753906
2023-05-15,4198681.0,665749.0,4864430.0,9.89,12.84,7131389629.726996,166.35000610351562
2023-05-16,4203121.0,665749.0,4868870.0,9.61,13.8,7275641814.255984,166.52000427246094
2023-05-17,4178701.0,665749.0,4844450.0,9.83,12.62,7078710992.065106,173.86000061035156
2023-05-18,4197571.0,665749.0,4863320.0,10.0,12.85,7297896940.599999,176.88999938964844
2023-05-19,4205341.0,665749.0,4871090.0,10.04,12.87,7409190931.1753,180.13999938964844
2023-05-22,4205341.0,665749.0,4871090.0,10.34,13.17,7326403556.4796915,188.8699951171875
2023-05-23,4263061.0,665749.0,4928810.0,10.33,13.48,7794427212.681511,185.77000427246094
2023-05-24,4259731.0,665749.0,4925480.0,10.36,13.46,7638322662.837838,182.89999389648438
2023-05-25,4243081.0,665749.0,4908830.0,10.28,13.46,7549217071.011674,184.47000122070312
2023-05-26,4247521.0,665749.0,4913270.0,10.66,13.72,7350283291.463414,193.1699981689453
2023-05-30,4179872.0,665749.0,4845621.0,10.96,14.0,7367024400.0,201.16000366210938
2023-06-01,4223162.0,665749.0,4888911.0,11.17,14.51,7710200775.828111,207.52000427246094
2023-06-02,4214282.0,674574.0,4888856.0,11.2,14.53,7808462505.714287,213.97000122070312
2023-06-05,4186532.0,676340.0,4862872.0,11.41,14.6,7850939982.822085,217.61000061035156
2023-06-06,4192082.0,676340.0,4868422.0,11.49,14.77,7939416571.105309,221.30999755859375
2023-06-07,4185422.0,678106.0,4863528.0,11.52,14.72,8040588045.312501,224.57000732421875
2023-06-08,4151012.0,679872.0,4830884.0,11.81,14.97,7893249490.601185,234.86000061035156
2023-06-09,4151012.0,679872.0,4830884.0,12.22,15.52,7977959724.386252,244.39999389648438
2023-06-12,4157672.0,679872.0,4837544.0,12.75,16.13,7969686563.137255,249.8300018310547
2023-06-13,3783171.0,648406.0,4431577.0,11.86,15.44,7969221002.782462,258.7099914550781
2023-06-14,3797479.0,651774.0,4449253.0,11.95,15.64,8221303699.497909,256.7900085449219
2023-06-15,3778061.0,653458.0,4431519.0,11.85,15.55,8187074128.185655,255.89999389648438
2023-06-16,3781127.0,653458.0,4434585.0,11.74,15.39,8241826229.131175,260.5400085449219
2023-06-20,3697250.0,660194.0,4357444.0,11.82,15.8,8149589805.414552,274.45001220703125
2023-06-21,3645184.0,640052.0,4285236.0,12.43,16.17,8048437238.938053,259.4599914550781
2023-06-22,3636166.0,640052.0,4276218.0,12.17,15.4,7752174448.31553,264.6099853515625
2023-06-23,3624142.0,640052.0,4264194.0,12.41,15.79,7727511801.933924,256.6000061035156
2023-06-26,3581337.0,640052.0,4221389.0,12.15,15.68,7563547935.802469,241.0500030517578
2023-06-27,3581337.0,634856.0,4216193.0,11.49,14.73,7513327100.522193,250.2100067138672
2023-06-28,3584331.0,634856.0,4219187.0,11.53,14.89,7778278052.992194,256.239990234375
2023-06-29,3614271.0,616889.0,4231160.0,11.59,14.59,7990688533.5634165,257.5
2023-07-03,3523588.0,616889.0,4140477.0,11.63,14.63,7930951253.654341,279.82000732421875
2023-07-05,3506602.0,616889.0,4123491.0,12.1,15.46,8109234476.363636,282.4800109863281
2023-07-06,3522170.0,616889.0,4139059.0,12.23,15.62,8135262318.88798,276.5400085449219
2023-07-07,3496872.0,616889.0,4113761.0,12.43,15.67,7779766555.752213,274.42999267578125
2023-07-10,3492980.0,616889.0,4109869.0,12.21,15.49,7850765777.231776,269.6099853515625
2023-07-11,3492980.0,618482.0,4111462.0,11.57,15.0,8139518909.248055,269.7900085449219
2023-07-12,3570820.0,618482.0,4189302.0,11.18,14.92,8616918853.30948,271.989990234375
2023-07-13,3613632.0,599201.0,4212833.0,11.16,14.4,8807094692.473118,277.8999938964844
2023-07-14,3625308.0,600741.0,4226049.0,10.9,14.44,9242872414.6789,281.3800048828125
2023-07-17,3595145.0,600741.0,4195886.0,11.26,14.82,8984031084.36945,290.3800048828125
2023-07-18,3566546.0,603823.0,4170369.0,11.26,14.98,9197634347.069273,293.3399963378906
2023-07-19,3544283.0,603823.0,4148106.0,11.26,15.03,9233392319.893429,291.260009765625
2023-07-20,3544283.0,603823.0,4148106.0,10.99,14.99,9393156201.819838,262.8999938964844
2023-07-21,3514647.0,603823.0,4118470.0,10.52,13.93,8783276580.79848,260.0199890136719
2023-07-24,3501263.0,603823.0,4105086.0,10.37,13.86,8779155306.268082,269.05999755859375
2023-07-25,3507955.0,603823.0,4111778.0,10.85,14.22,8699081772.35023,265.2799987792969
2023-07-26,3509867.0,583123.0,4092990.0,10.73,13.55,8677516474.930101,264.3500061035156
2023-07-27,3524207.0,584611.0,4108818.0,10.47,13.56,8898033624.16428,255.7100067138672
2023-07-28,3515603.0,584611.0,4100214.0,10.43,13.37,8619126012.751677,266.44000244140625
2023-08-01,3526119.0,584611.0,4110730.0,10.14,13.35,9299704183.136093,261.07000732421875
2023-08-02,3478319.0,586097.0,4064416.0,10.09,13.17,8999848774.33102,254.11000061035156
2023-08-03,3420003.0,586097.0,4006100.0,10.4,13.17,8356316945.480769,259.32000732421875
2023-08-04,3424783.0,586097.0,4010880.0,10.74,13.47,8269224651.396647,253.86000061035156
2023-08-07,3405663.0,586097.0,3991760.0,10.69,13.22,8087573518.98971,251.4499969482422
2023-08-08,3412355.0,586097.0,3998452.0,10.63,13.11,8071840684.383819,249.6999969482422
2023-08-09,3461111.0,586097.0,4047208.0,10.64,13.07,8122550908.834586,242.19000244140625
2023-08-10,3468759.0,586097.0,4054856.0,10.7,12.93,7851390114.11215,245.33999633789062
2023-08-11,3399952.0,582303.0,3982255.0,10.67,12.98,7817659078.537956,242.64999389648438
2023-08-14,3354600.0,580407.0,3935007.0,10.53,12.99,7730234472.934474,239.75999450683594
2023-08-15,3334492.0,580304.0,3914796.0,10.35,12.76,7724423206.956522,232.9600067138672
2023-08-16,3313183.0,580304.0,3893487.0,10.21,12.64,7559638704.01567,225.60000610351562
2023-08-17,3305783.0,574472.0,3880255.0,10.11,12.45,7376702718.10089,219.22000122070312
2023-08-18,3296533.0,574472.0,3871005.0,10.07,12.28,7176424669.910625,215.49000549316406
2023-08-21,3305783.0,573014.0,3878797.0,9.87,12.1,7217458750.455927,231.27999877929688
2023-08-22,3340933.0,567182.0,3908115.0,10.42,12.71,7415460501.34357,233.19000244140625
2023-08-23,3354808.0,567182.0,3921990.0,10.51,12.81,7443460299.904853,236.86000061035156
2023-08-24,3370533.0,565724.0,3936257.0,10.43,12.79,7654309169.511025,230.0399932861328
2023-08-25,3340008.0,565724.0,3905732.0,10.51,12.81,7310517985.918174,238.58999633789062
2023-08-28,3342783.0,564266.0,3907049.0,10.76,13.22,7412217434.944238,238.82000732421875
2023-08-29,3342783.0,564266.0,3907049.0,10.75,13.01,7426264521.488372,257.17999267578125
2023-08-30,3383483.0,564266.0,3947749.0,10.98,13.63,7924992330.965391,256.8999938964844
2023-09-01,3350183.0,564266.0,3914449.0,10.9,13.55,7932249804.036697,245.00999450683594
2023-09-05,3322433.0,562808.0,3885241.0,10.38,12.95,7842286217.052023,256.489990234375
2023-09-06,3311333.0,562808.0,3874141.0,10.79,13.59,7871397601.204819,251.9199981689453
2023-09-07,3284508.0,562808.0,3847316.0,10.56,13.37,7835542190.909091,251.49000549316406
2023-09-08,3278033.0,562808.0,3840841.0,10.57,13.43,7799361581.55156,248.5
2023-09-11,3261383.0,562808.0,3824191.0,10.52,13.28,7703932276.61597,273.5799865722656
2023-09-12,3251208.0,562808.0,3814016.0,11.35,14.36,7836700305.198238,267.4800109863281
2023-09-13,3274333.0,562808.0,3837141.0,11.23,14.22,7798918885.485307,271.29998779296875
2023-09-14,3234278.0,562808.0,3797086.0,11.38,14.46,7710541488.576448,276.0400085449219
2023-09-15,3216584.0,562808.0,3779392.0,11.46,14.6,7747869523.211169,274.3900146484375
2023-09-18,3207534.0,562808.0,3770342.0,11.52,14.71,7639889359.895833,265.2799987792969
2023-09-19,3207534.0,562808.0,3770342.0,11.41,14.22,7457446270.990358,266.5
2023-09-20,3112264.0,562808.0,3675072.0,11.35,14.33,7307650713.656388,262.5899963378906
2023-09-21,3078418.0,561350.0,3639768.0,11.25,14.3,7185438067.733334,255.6999969482422
2023-09-22,2992107.0,559892.0,3551999.0,11.08,14.31,6905070035.198556,244.8800048828125
2023-09-25,2968083.0,559892.0,3527975.0,10.81,13.84,6723627798.704903,246.99000549316406
2023-09-26,2979237.0,559892.0,3539129.0,10.92,13.95,6738477533.241757,244.1199951171875
2023-09-27,2984385.0,559892.0,3544277.0,10.89,13.98,6690064887.052341,240.5
2023-09-28,3002403.0,558434.0,3560837.0,10.67,13.72,6767365712.277413,246.3800048828125
2023-09-29,2975805.0,558434.0,3534239.0,10.8,13.82,6788692924.999999,250.22000122070312
2023-10-02,2947491.0,558434.0,3505925.0,10.82,13.89,6816277246.025878,251.60000610351562
2023-10-03,2951781.0,555518.0,3507299.0,11.04,14.05,6727066119.565218,246.52999877929688
2023-10-04,2935479.0,554060.0,3489539.0,11.13,14.11,6502099172.237196,261.1600036621094
2023-10-05,2901002.0,552177.0,3453179.0,11.3,14.64,6704652055.929204,260.04998779296875
2023-10-06,2799900.0,545709.0,3345609.0,10.87,14.55,6698380818.76725,260.5299987792969
2023-10-09,2773882.0,544889.0,3318771.0,10.63,14.38,6798489910.253998,259.6700134277344
2023-10-10,2768289.0,544889.0,3313178.0,10.55,14.19,6813664498.862558,263.6199951171875
2023-10-11,2754449.0,544889.0,3299338.0,10.35,14.19,7015727974.68599,262.989990234375
2023-10-12,2721921.0,544889.0,3266810.0,10.28,14.24,6963404706.128405,258.8699951171875
2023-10-13,2718026.0,544889.0,3262915.0,10.46,14.34,6726724575.717016,251.1199951171875
2023-10-16,2694698.0,544889.0,3239587.0,10.3,14.1,6569830696.699029,253.9199981689453
2023-10-17,2686939.0,543451.0,3230390.0,10.2,14.02,6688897557.647059,254.85000610351562
2023-10-18,2639820.0,543451.0,3183271.0,9.97,13.96,6747824744.2326975,242.67999267578125
2023-10-19,2618508.0,542013.0,3160521.0,9.84,13.6,6457921965.853659,220.11000061035156
2023-10-20,2615476.0,542013.0,3157489.0,9.11,12.66,6319346019.319429,211.99000549316406
2023-10-23,2593494.0,540575.0,3134069.0,8.92,12.4,6163618756.278027,212.0800018310547
2023-10-24,2598042.0,539137.0,3137179.0,8.91,12.48,6183981451.851852,216.52000427246094
2023-10-25,2604106.0,539137.0,3143243.0,8.84,12.66,6378292207.23982,212.4199981689453
2023-10-26,2590462.0,539137.0,3129599.0,9.14,12.76,6020415077.024069,205.75999450683594
2023-10-27,2591220.0,536261.0,3127481.0,8.97,12.51,5943917806.020066,207.3000030517578
2023-10-30,2582124.0,536261.0,3118385.0,9.21,12.78,5811881706.84039,197.36000061035156
2023-11-01,2610170.0,536261.0,3146431.0,8.68,12.29,6039476299.53917,205.66000366210938
2023-11-02,2618508.0,534823.0,3153331.0,8.84,12.61,6091881847.058824,218.50999450683594
2023-11-03,2666262.0,534823.0,3201085.0,8.68,12.85,6712038129.262672,219.9600067138672
2023-11-06,2695824.0,533385.0,3229209.0,8.25,12.7,7187556933.818181,219.27000427246094
2023-11-07,2673084.0,533385.0,3206469.0,8.37,12.79,7002713604.301075,222.17999267578125
2023-11-08,2675358.0,533385.0,3208743.0,8.24,12.86,7213726218.932039,222.11000061035156
2023-11-09,2623814.0,533385.0,3157199.0,8.34,12.91,6987713759.472422,209.97999572753906
2023-11-10,2616224.0,533385.0,3149609.0,8.14,12.4,6748829428.992629,214.64999389648438
2023-11-13,2613188.0,533385.0,3146573.0,8.19,12.52,6848849868.131868,223.7100067138672
2023-11-14,2627590.0,531947.0,3159537.0,8.53,12.92,6891185919.109028,237.41000366210938
2023-11-15,2679892.0,531947.0,3211839.0,8.59,13.11,7406672406.519208,242.83999633789062
2023-11-16,2754176.0,531947.0,3286123.0,8.54,13.23,7831663932.552694,233.58999633789062
2023-11-17,2732194.0,531947.0,3264141.0,8.39,12.99,7606831900.595948,234.3000030517578
2023-11-20,2704148.0,531947.0,3236095.0,8.13,12.9,7793135011.070109,235.60000610351562
2023-11-21,2710970.0,531947.0,3242917.0,7.96,12.87,8023926281.407035,241.1999969482422
2023-11-22,2678376.0,531947.0,3210323.0,8.34,13.34,7746094618.705036,234.2100067138672
2023-11-24,2674586.0,531947.0,3206533.0,8.01,12.93,7820409326.591759,235.4499969482422
2023-11-27,2674586.0,531947.0,3206533.0,7.95,12.89,7921148096.855347,236.0800018310547
2023-11-28,2668522.0,531947.0,3200469.0,7.88,12.96,7994729362.436548,246.72000122070312
2023-11-29,2684440.0,531947.0,3216387.0,8.02,13.44,8258167541.147132,244.13999938964844
2023-12-01,2629864.0,531947.0,3161811.0,7.89,13.07,8002252840.557668,238.8300018310547
