date,ARKK_shares_adj,ARKQ_shares_adj,combined_shares_adj,ARKK_weight_pct,ARKQ_weight_pct,ARKK_aum,TSLA_close
2021-09-17,8672733.0,1324092.0,9996825.0,10.25,12.42,21350153345.26829,253.163330078125
2021-09-20,8675142.0,1324092.0,9999234.0,10.03,12.42,21896588891.92423,243.38999938964844
2021-09-21,8745003.0,1320024.0,10065027.0,10.09,12.44,21094611300.0,246.4600067138672
2021-09-22,8735367.0,1320024.0,10055391.0,10.14,12.51,21231938371.005917,250.64666748046875
2021-09-23,8745003.0,1320024.0,10065027.0,10.2,12.59,21489273058.235294,251.2133331298828
2021-09-24,8728140.0,1315956.0,10044096.0,10.14,12.44,21623522122.287964,258.1300048828125
2021-09-27,8682369.0,1307820.0,9990189.0,10.61,12.87,21123279076.060318,263.78668212890625
2021-09-28,8595645.0,1274820.0,9870465.0,10.84,12.74,20917126774.90775,259.1866760253906
2021-09-29,7659312.0,1138719.0,8798031.0,10.06,11.53,19733514376.14314,260.4366760253906
2021-09-30,7646244.0,1135167.0,8781411.0,10.34,11.74,19258823016.247585,258.49334716796875
2021-10-01,7635354.0,1135167.0,8770521.0,10.2,11.77,19349883398.431374,258.40667724609375
2021-10-06,7588974.0,1033263.0,8622237.0,10.04,11.01,19667587034.063747,260.9166564941406
2021-10-07,7420659.0,1033263.0,8453922.0,9.72,10.97,19919481592.078186,264.53668212890625
2021-10-08,7408329.0,1033263.0,8441592.0,9.65,10.87,20308545691.50259,261.8299865722656
2021-10-11,7363053.0,1031634.0,8394687.0,9.72,10.81,19834034639.81481,263.9800109863281
2021-10-12,7356888.0,1031634.0,8388522.0,9.85,10.98,19716459840.000004,268.5733337402344
2021-10-13,7356888.0,1028376.0,8385264.0,9.87,11.07,20018884834.042553,270.3599853515625
2021-10-14,7375410.0,1028376.0,8403786.0,9.81,11.09,20326359302.752293,272.7733459472656
2021-10-15,7428918.0,1028376.0,8457294.0,9.73,11.03,20826420615.82734,281.010009765625
2021-10-18,7342482.0,1028376.0,8370858.0,9.99,11.33,20653762430.63063,290.03668212890625
2021-10-19,7319877.0,1016187.0,8336064.0,10.19,11.52,20834472281.55054,288.0899963378906
2021-10-20,7396023.0,1016187.0,8412210.0,9.92,11.23,21479034940.221775,288.6000061035156
2021-10-21,7387791.0,1016187.0,8403978.0,9.99,11.3,21342507333.333332,298.0
2021-10-22,7275057.0,1001307.0,8276364.0,10.1,11.46,21465019663.366337,303.2266540527344
2021-10-25,7094073.0,1001307.0,8095380.0,10.24,11.82,21006954188.28125,341.6199951171875
2021-10-26,7082157.0,999714.0,8081871.0,11.15,12.88,21698712774.349777,339.4766540527344
2021-10-27,6802389.0,937914.0,7740303.0,10.67,12.11,21642477442.268044,345.9533386230469
2021-10-28,6618867.0,883548.0,7502415.0,10.87,11.82,21065493114.443424,359.0133361816406
2021-11-15,5943384.0,861015.0,6804399.0,10.01,11.09,20452920057.542458,337.7966613769531
2021-11-16,5967492.0,861015.0,6828507.0,9.91,10.89,20341058586.881935,351.57666015625
2021-11-17,5979546.0,861015.0,6840561.0,10.18,11.22,20650971030.058937,363.0033264160156
2021-11-18,5965770.0,859605.0,6825375.0,10.68,11.69,20277101085.205994,365.4599914550781
2021-11-19,5881929.0,856785.0,6738714.0,10.88,11.9,19757442760.47794,379.0199890136719
2021-11-22,5774289.0,855375.0,6629664.0,11.26,12.38,19436687538.010662,385.6233215332031
2021-11-23,5511753.0,783417.0,6295170.0,11.3,12.01,18809385525.398228,369.6766662597656
2021-11-24,5153508.0,780813.0,5934321.0,10.38,11.59,18353869547.97688,372.0
2021-11-26,4996002.0,780813.0,5776815.0,9.95,11.42,18678520040.201008,360.6400146484375
2021-11-29,4993122.0,780813.0,5773935.0,9.7,11.36,18564118743.092785,378.9966735839844
2021-11-30,5008962.0,779511.0,5788473.0,10.22,11.94,18575145806.84931,381.586669921875
2021-12-01,4934514.0,776907.0,5711421.0,10.27,12.09,18334418197.468357,365.0
2021-12-02,4907553.0,774303.0,5681856.0,10.49,11.87,17075851715.919922,361.5333251953125
2021-12-03,4735734.0,771699.0,5507433.0,9.98,11.68,17155568124.248497,338.3233337402344
2021-12-06,4328718.0,761283.0,5090001.0,9.16,11.31,15988060074.454147,336.336669921875
2021-12-07,4256079.0,759981.0,5016060.0,8.76,11.13,16341043652.168951,350.5833435058594
2021-12-08,4267203.0,758679.0,5025882.0,8.64,11.35,17314933469.3287,356.32000732421875
2021-12-09,4257315.0,758679.0,5015994.0,8.52,11.37,17804770901.40845,334.6000061035156
2021-12-10,4144212.0,744714.0,4888926.0,8.29,10.79,16726819483.715322,339.010009765625
2021-12-13,4052325.0,734532.0,4786857.0,8.39,10.87,16374001171.03695,322.13665771484375
2021-12-14,4080909.0,732006.0,4812915.0,8.11,10.55,16209746266.70777,319.5033264160156
2021-12-15,4089246.0,729480.0,4818726.0,8.14,10.59,16050709186.977886,325.3299865722656
2021-12-16,3955887.0,702348.0,4658235.0,7.73,10.35,16649013165.717981,308.97332763671875
2021-12-17,3897075.0,696213.0,4593288.0,7.61,10.11,15822500039.421814,310.8566589355469
2021-12-20,3903861.0,694986.0,4598847.0,7.23,10.06,16784802456.29322,299.9800109863281
2021-12-21,3907254.0,694986.0,4602240.0,7.17,9.96,16347253206.694561,312.84332275390625
2021-12-22,3941184.0,692532.0,4633716.0,7.21,10.01,17100875725.9362,336.2900085449219
2021-12-23,3927612.0,692532.0,4620144.0,7.75,10.66,17042795348.129032,355.6666564941406
2021-12-27,3928743.0,691305.0,4620048.0,8.12,11.11,17208410431.034485,364.64666748046875
2021-12-28,3839031.0,676095.0,4515126.0,8.37,11.1,16725087901.792116,362.8233337402344
2021-12-29,3762534.0,666753.0,4429287.0,8.39,11.07,16270978875.56615,362.0633239746094
2021-12-30,3680910.0,651546.0,4332456.0,8.25,10.85,16154212658.181816,356.7799987792969
2021-12-31,3622044.0,648063.0,4270107.0,7.74,10.58,16696031761.24031,352.260009765625
2022-01-03,3596628.0,648063.0,4244691.0,7.88,10.62,16078022579.695433,399.9266662597656
2022-01-04,3607218.0,614760.0,4221978.0,8.73,11.19,16524887407.560137,383.1966552734375
2022-01-05,3474723.0,613659.0,4088382.0,8.54,10.87,15591361489.344265,362.7066650390625
2022-01-06,3441699.0,613659.0,4055358.0,8.67,10.77,14398237277.508652,354.8999938964844
2022-01-07,3464403.0,610356.0,4074759.0,8.55,10.58,14380311400.0,342.32000732421875
2022-01-10,3507747.0,602649.0,4110396.0,8.37,10.33,14346140418.637993,352.7066650390625
2022-01-11,3523227.0,596043.0,4119270.0,8.62,10.81,14416074838.515081,354.79998779296875
2022-01-12,3554187.0,593841.0,4148028.0,8.43,10.63,14958784669.039145,368.739990234375
2022-01-13,3497715.0,591639.0,4089354.0,8.97,11.03,14378455173.913042,343.85333251953125
2022-01-14,3192249.0,590538.0,3782787.0,8.29,10.65,13240837870.687578,349.8699951171875
2022-01-18,3084381.0,588336.0,3672717.0,8.25,10.85,13080392490.545454,343.5033264160156
2022-01-19,3131631.0,586134.0,3717765.0,8.41,11.01,12791030764.209272,331.8833312988281
2022-01-20,3170376.0,580629.0,3751005.0,8.26,10.82,12738437709.4431,332.0899963378906
2022-01-21,3202506.0,578427.0,3780933.0,8.28,10.81,12844447071.73913,314.6333312988281
2022-01-24,3198726.0,583932.0,3782658.0,8.29,10.56,12140239129.07117,310.0
2022-01-25,3212901.0,559710.0,3772611.0,7.98,10.38,12481194360.902254,306.1333312988281
2022-01-26,3267711.0,558609.0,3826320.0,8.16,10.45,12259255647.058823,312.4700012207031
2022-01-27,3211011.0,555306.0,3766317.0,8.54,10.79,11748765891.920376,276.3666687011719
2022-01-28,3269838.0,549801.0,3819639.0,8.07,9.97,11197945831.474596,282.1166687011719
2022-01-31,3261117.0,548700.0,3809817.0,7.92,10.0,11616356788.510101,312.239990234375
2022-02-01,3419367.0,547599.0,3966966.0,8.23,10.44,12972820802.91616,310.4166564941406
2022-02-02,3419910.0,547599.0,3967509.0,8.05,10.3,13187541149.068323,301.88665771484375
2022-02-03,3383745.0,547599.0,3931344.0,8.25,10.18,12381909077.575756,297.0466613769531
2022-02-04,3333645.0,545397.0,3879042.0,8.59,10.37,11527917754.365541,307.7733459472656
2022-02-07,3311889.0,545397.0,3857286.0,8.48,10.5,12020178268.396227,302.4466552734375
2022-02-08,3401901.0,545397.0,3947298.0,8.55,10.29,12033843482.807016,307.3333435058594
2022-02-09,3429522.0,545397.0,3974919.0,8.69,10.22,12128957744.533949,310.6666564941406
2022-02-10,3513408.0,545397.0,4058805.0,8.41,10.12,12978582068.965515,301.51666259765625
2022-02-11,3503178.0,543195.0,4046373.0,8.36,10.06,12634767383.971292,286.6666564941406
2022-02-14,3465327.0,543195.0,4008522.0,8.1,9.69,12264120246.91358,291.9200134277344
2022-02-15,3488856.0,542094.0,4030950.0,8.34,9.9,12211832656.115107,307.4766540527344
2022-02-16,3536937.0,542094.0,4079031.0,8.36,10.03,13008679413.516748,307.7966613769531
2022-02-17,3519546.0,542094.0,4061640.0,8.65,10.07,12523751756.994219,292.1166687011719
2022-02-18,3493971.0,545850.0,4039821.0,8.76,9.93,11651223309.931507,285.6600036621094
2022-02-22,3504201.0,542520.0,4046721.0,9.01,9.86,11109989541.17647,273.84332275390625
2022-02-23,3544083.0,551820.0,4095903.0,8.98,9.96,10807611384.521158,254.67999267578125
2022-02-25,3735282.0,559812.0,4295094.0,8.59,9.71,11606914113.853317,269.9566650390625
2022-02-28,3738450.0,571593.0,4310043.0,8.41,9.87,12000231872.77051,290.1433410644531
2022-03-01,3766962.0,571593.0,4338555.0,8.69,10.24,12577202660.759495,288.1233215332031
2022-03-02,3787026.0,571593.0,4358619.0,8.89,10.39,12273684528.008997,293.2966613769531
2022-03-03,3788082.0,571593.0,4359675.0,9.17,10.55,12115941370.338058,279.7633361816406
2022-03-04,3763794.0,571593.0,4335387.0,9.33,10.46,11285868761.20043,279.42999267578125
2022-03-07,3742674.0,570417.0,4313091.0,9.77,10.68,10704354102.558855,268.1933288574219
2022-03-08,3797586.0,570417.0,4368003.0,9.75,10.43,10446023056.0,274.79998779296875
2022-03-09,3893682.0,566889.0,4460571.0,9.89,10.65,10818845435.793732,286.3233337402344
2022-03-10,3868338.0,566889.0,4435227.0,9.8,10.77,11301994189.999998,279.4333190917969
2022-03-11,3912690.0,566889.0,4479579.0,9.9,10.67,11043798070.70707,265.1166687011719
2022-03-14,3895794.0,566889.0,4462683.0,10.05,10.49,10277014122.388058,255.4566650390625
2022-03-15,3890514.0,566889.0,4457403.0,10.3,10.47,9649104253.009706,267.2966613769531
2022-03-16,3925362.0,568065.0,4493427.0,10.38,10.68,10108248343.545279,280.07666015625
2022-03-17,4045746.0,568065.0,4613811.0,9.87,10.5,11480436209.321175,290.5333251953125
2022-03-18,4097490.0,568065.0,4665555.0,9.75,10.53,12209819774.358974,301.7966613769531
2022-03-21,4068978.0,568065.0,4637043.0,9.66,10.56,12712256699.171843,307.0533447265625
2022-03-22,4006674.0,568065.0,4574739.0,10.16,10.83,12108883929.92126,331.32666015625
2022-03-23,3961266.0,568065.0,4529331.0,10.45,11.36,12559550809.186604,333.03668212890625
2022-03-24,3939090.0,566889.0,4505979.0,10.72,11.55,12237513090.485073,337.97332763671875
2022-03-25,3898962.0,566889.0,4465851.0,10.75,11.5,12258094731.906977,336.8800048828125
2022-03-28,3499983.0,517602.0,4017585.0,10.02,10.54,11767208313.772455,363.9466552734375
2022-03-29,3479823.0,517602.0,3997425.0,10.41,11.26,12165897996.541788,366.5233459472656
2022-03-30,3389298.0,517602.0,3906900.0,9.51,11.03,13062637230.494215,364.663330078125
2022-03-31,3387450.0,517602.0,3905052.0,9.81,11.19,12592036783.893986,359.20001220703125
2022-04-01,3282294.0,499269.0,3781563.0,9.75,11.02,12092307741.53846,361.5299987792969
2022-04-04,3264174.0,499269.0,3763443.0,9.67,10.98,12203690033.298864,381.8166809082031
2022-04-05,3283200.0,499269.0,3782469.0,9.8,11.23,12791637551.020407,363.7533264160156
2022-04-06,3277764.0,499269.0,3777033.0,9.88,11.05,12067789280.161943,348.586669921875
2022-04-07,3248772.0,499269.0,3748041.0,9.94,10.97,11393144891.750504,352.4200134277344
2022-04-08,3227028.0,499269.0,3726297.0,10.17,11.12,11182588080.235989,341.8299865722656
2022-04-11,3189882.0,499269.0,3689151.0,10.19,11.02,10700661080.078508,325.30999755859375
2022-04-12,3217062.0,497199.0,3714261.0,9.83,10.61,10646413420.34588,328.98333740234375
2022-04-13,3257832.0,496164.0,3753996.0,9.95,10.76,10771582219.095478,340.7900085449219
2022-04-14,3303132.0,496164.0,3799296.0,9.99,10.93,11268011554.354353,328.3333435058594
2022-04-18,3294978.0,496164.0,3791142.0,10.07,10.72,10743307944.389275,334.7633361816406
2022-04-19,3309474.0,494094.0,3803568.0,10.55,11.05,10501332206.824642,342.7166748046875
2022-04-20,3323970.0,494094.0,3818064.0,10.39,11.07,10964195558.229065,325.73333740234375
2022-04-21,3117600.0,494094.0,3611694.0,9.84,10.75,10320185365.853659,336.260009765625
2022-04-22,2881008.0,451587.0,3332595.0,10.0,10.5,9687677500.8,335.01666259765625
2022-04-25,2896056.0,451587.0,3347643.0,10.13,10.7,9577759403.751234,332.67333984375
2022-04-26,2889756.0,449691.0,3339447.0,9.64,10.42,9972456027.385891,292.1400146484375
2022-04-27,2943408.0,449691.0,3393099.0,9.08,9.67,9470123492.511013,293.836669921875
2022-04-28,2941830.0,447795.0,3389625.0,9.34,9.78,9255005579.229122,292.5033264160156
2022-04-29,2895156.0,447795.0,3342951.0,9.32,9.54,9086295928.32618,290.2533264160156
2022-05-02,2921676.0,446847.0,3368523.0,9.58,9.69,8852047994.989561,300.9800109863281
2022-05-03,2895156.0,446847.0,3342003.0,9.37,9.83,9299723083.03095,303.0833435058594
2022-05-04,2938056.0,444951.0,3383007.0,9.49,9.9,9383306701.791359,317.5400085449219
2022-05-05,3047256.0,444003.0,3491259.0,9.45,10.05,10239425081.904764,291.09332275390625
2022-05-06,2999283.0,444003.0,3443286.0,9.26,9.82,9428415616.414686,288.54998779296875
2022-05-09,2920347.0,444003.0,3364350.0,9.61,9.97,8768638156.607702,262.3699951171875
2022-05-10,2887941.0,442107.0,3330048.0,9.54,9.74,7942443188.36478,266.67999267578125
2022-05-11,2974593.0,442107.0,3416700.0,9.72,9.9,8161157008.641974,244.6666717529297
2022-05-13,2978328.0,438315.0,3416643.0,9.31,9.22,7763060451.127819,256.5299987792969
2022-05-16,3061992.0,437367.0,3499359.0,8.81,9.22,8915922903.064697,241.4566650390625
2022-05-17,3053028.0,435471.0,3488499.0,8.79,8.87,8386506986.575655,253.8699951171875
2022-05-18,3043317.0,433575.0,3476892.0,8.81,8.89,8769658192.849033,236.60333251953125
2022-05-19,2970858.0,432627.0,3403485.0,8.58,8.55,8192481417.948717,236.47332763671875
2022-05-20,2968617.0,429783.0,3398400.0,8.21,8.39,8550532976.613885,221.3000030517578
2022-05-23,2965629.0,424095.0,3389724.0,7.79,8.04,8424822820.282414,224.96665954589844
2022-05-24,3025902.0,424095.0,3449997.0,8.1,8.11,8404038106.172839,209.3866729736328
2022-05-25,3037881.0,423147.0,3461028.0,8.28,7.84,7682267829.951692,219.60000610351562
2022-05-26,3063027.0,422199.0,3485226.0,8.35,8.08,8055577595.209582,235.91000366210938
2022-05-27,3084783.0,422199.0,3506982.0,8.63,8.42,8432574247.161065,253.2100067138672
2022-05-31,3120525.0,422199.0,3542724.0,8.67,8.68,9113588641.868513,252.75332641601562
2022-06-01,3109725.0,422199.0,3531924.0,8.93,8.77,8801717351.623741,246.7899932861328
2022-06-02,3068544.0,420303.0,3488847.0,9.03,8.68,8386334150.166114,258.3333435058594
2022-06-03,3078684.0,420303.0,3498987.0,8.82,8.61,9017309523.809525,234.51666259765625
2022-06-06,3051384.0,420303.0,3471687.0,8.45,8.05,8468643839.053255,238.27999877929688
2022-06-07,3041283.0,434415.0,3475698.0,8.52,8.48,8505597573.239437,238.8866729736328
2022-06-08,3059931.0,440094.0,3500025.0,8.32,8.51,8785777846.394232,241.86666870117188
2022-06-09,3063039.0,445506.0,3508545.0,8.21,8.64,9023715381.242386,239.7066650390625
2022-06-10,3069279.0,445506.0,3514785.0,8.63,8.86,8525221763.151795,232.22999572753906
2022-06-13,3007659.0,445506.0,3453165.0,8.98,8.88,7778047322.605791,215.73666381835938
2022-06-14,2975679.0,453906.0,3429585.0,9.16,8.93,7008330442.467249,220.88999938964844
2022-06-16,3062259.0,452754.0,3515013.0,9.23,9.3,7730296283.856988,213.10000610351562
2022-06-17,3084879.0,468276.0,3553155.0,8.97,9.26,7328737066.889631,216.75999450683594
2022-06-21,3087219.0,468276.0,3555495.0,8.71,9.12,7682957410.332951,237.0366668701172
2022-06-22,3145719.0,466158.0,3611877.0,9.13,9.73,8167039934.611171,236.086669921875
2022-06-23,3178479.0,464040.0,3642519.0,8.96,9.71,8374961073.437498,235.07000732421875
2022-06-24,3198759.0,464040.0,3662799.0,8.33,9.5,9026798056.782713,245.7066650390625
2022-06-28,3174579.0,464040.0,3638619.0,8.51,9.8,9136520431.022327,232.663330078125
2022-06-29,3116859.0,464040.0,3580899.0,8.58,9.59,8451967418.0652685,228.49000549316406
2022-06-30,3091899.0,462981.0,3554880.0,8.56,9.58,8253130870.443924,224.47332763671875
2022-07-01,3069279.0,462981.0,3532260.0,8.73,9.49,7891996426.804123,227.26333618164062
2022-07-05,3070839.0,462981.0,3533820.0,8.59,9.59,8124436638.766006,233.06666564941406
2022-07-06,3182727.0,462981.0,3645708.0,8.12,9.66,9135314935.96059,231.73333740234375
2022-07-07,3223131.0,462981.0,3686112.0,8.21,9.78,9097526070.645554,244.5433349609375
2022-07-08,3202929.0,462981.0,3665910.0,8.1,9.88,9669814001.11111,250.76333618164062
2022-07-11,3187389.0,461922.0,3649311.0,8.34,10.12,9583696526.019184,234.3433380126953
2022-07-12,3192051.0,461922.0,3653973.0,8.35,9.87,8958513431.257486,233.07000732421875
2022-07-13,3171849.0,461922.0,3633771.0,8.18,9.88,9037443110.391197,237.0399932861328
2022-07-14,3190497.0,461922.0,3652419.0,8.43,10.07,8971238539.50178,238.31333923339844
2022-07-15,3188943.0,461922.0,3650865.0,8.63,10.18,8806113976.12978,240.06666564941406
2022-07-19,3209145.0,461922.0,3671067.0,8.5,10.03,9081754501.17647,245.52999877929688
2022-07-20,3199005.0,461922.0,3660927.0,8.34,9.97,9417886062.94964,247.5
2022-07-21,3219285.0,461922.0,3681207.0,8.02,9.82,9934825903.990026,271.7066650390625
2022-07-22,3252045.0,461922.0,3713967.0,8.66,10.46,10203259893.764435,272.24334716796875
2022-07-25,3228735.0,460863.0,3689598.0,9.17,10.81,9585622452.017448,268.4333190917969
2022-07-26,3208533.0,460863.0,3669396.0,9.15,10.71,9412865664.480873,258.8599853515625
2022-07-27,3202317.0,459804.0,3662121.0,9.24,10.53,8971339595.454546,274.82000732421875
2022-07-28,3224850.0,457686.0,3682536.0,9.21,10.77,9622728306.188923,280.8999938964844
2022-07-29,3225627.0,457686.0,3683313.0,9.47,10.79,9567884100.31679,297.1499938964844
2022-08-01,3124539.0,457686.0,3582225.0,9.94,11.22,9340611306.33803,297.27667236328125
2022-08-02,3104883.0,457686.0,3562569.0,9.83,11.21,9389717890.437437,300.586669921875
2022-08-03,3095055.0,457686.0,3552741.0,9.67,11.23,9620809365.046537,307.39666748046875
2022-08-04,3098079.0,457686.0,3555765.0,9.34,11.21,10196350724.518202,308.6333312988281
2022-08-05,3068595.0,457686.0,3526281.0,9.3,11.21,10183555951.612902,288.1700134277344
2022-08-08,3037599.0,457686.0,3495285.0,8.69,10.64,10073013853.049484,290.42333984375
2022-08-09,3025503.0,457686.0,3483189.0,8.62,10.64,10193464805.916473,283.3333435058594
2022-08-10,2996775.0,456627.0,3453402.0,8.9,10.63,9540294943.820223,294.3566589355469
2022-08-11,2989215.0,455568.0,3444783.0,8.63,10.53,10195774778.099653,286.6300048828125
2022-08-12,2942343.0,455568.0,3397911.0,8.65,10.3,9749870220.693642,300.0299987792969
2022-08-15,2948391.0,455568.0,3403959.0,8.71,10.49,10156208401.033295,309.32000732421875
2022-08-16,2940075.0,455568.0,3395643.0,8.96,10.84,10149821417.410713,306.5633239746094
2022-08-17,2915127.0,455568.0,3370695.0,9.12,10.77,9799024673.355265,303.9966735839844
2022-08-18,2890179.0,454509.0,3344688.0,9.54,11.06,9209693732.389938,302.8699951171875
2022-08-19,2855403.0,454509.0,3309912.0,9.62,11.02,8989770338.981289,296.6666564941406
2022-08-22,2819115.0,453450.0,3272565.0,10.02,11.19,8346681137.724551,289.913330078125
2022-08-23,2813823.0,452391.0,3266214.0,10.05,11.3,8117062739.701492,296.4533386230469
2022-08-24,2877075.0,452391.0,3329466.0,10.32,11.62,8264713895.348837,297.0966796875
2022-08-25,2899755.0,452391.0,3352146.0,10.07,11.46,8555189122.641509,296.07000732421875
2022-08-26,2923160.0,452391.0,3375551.0,9.78,11.2,8849284061.349693,288.0899963378906
2022-08-29,2908815.0,451331.0,3360146.0,10.15,11.39,8256162693.103448,284.82000732421875
2022-08-30,2871820.0,451331.0,3323151.0,10.19,11.4,8027004635.917566,277.70001220703125
2022-08-31,2866535.0,451331.0,3317866.0,10.0,11.29,7960367695.0,275.6099853515625
2022-09-01,2877860.0,451331.0,3329191.0,9.94,11.24,7979547229.376259,277.1600036621094
2022-09-02,2768732.0,435163.0,3203895.0,9.63,11.06,7968657955.555554,270.2099914550781
2022-09-06,2753507.0,434141.0,3187648.0,9.64,11.0,7718102971.680498,274.4200134277344
2022-09-07,2739007.0,434141.0,3173148.0,9.95,11.15,7554153778.291458,283.70001220703125
2022-09-08,2772357.0,434141.0,3206498.0,9.93,11.52,7920621157.099698,289.260009765625
2022-09-09,2797007.0,434141.0,3231148.0,9.81,11.57,8247321557.798165,299.67999267578125
2022-09-12,2824557.0,433120.0,3257677.0,9.74,11.59,8690587697.741274,304.4200134277344
2022-09-13,2835432.0,433120.0,3268552.0,9.66,11.63,8935426598.757765,292.1300048828125
2022-09-14,2783232.0,433120.0,3216352.0,9.91,11.67,8204496106.559031,302.6099853515625
2022-09-15,2743357.0,431076.0,3174433.0,10.02,12.0,8285102412.874251,303.75
2022-09-16,2736107.0,431076.0,3167183.0,9.86,12.15,8428930032.961461,303.3500061035156
